Symbol,ShortName,violation_year,rule_score_sum,n_rules_triggered,rule_ids,industry,ann_fin_flag
300742,*ST 越博,2023,45,3,R3;R4;R5,未分类,
300362,天翔退,2020,45,3,R3;R4;R5,未分类,
600719,大连热电,2012,45,2,R1;R4,供气供热,1.0
600853,龙建股份,2018,45,2,R2;R3,建筑工程,1.0
600844,丹化科技,2023,45,2,R1;R4,化工原料,
600242,退市中昌,2023,45,3,R3;R4;R5,未分类,1.0
603996,*ST 中新,2021,45,3,R3;R4;R5,未分类,1.0
300912,凯龙高科,2023,45,2,R1;R4,汽车配件,
603616,韩建河山,2020,45,2,R1;R4,水泥,1.0
600303,曙光股份,2014,45,2,R1;R4,汽车整车,
603050,科林电气,2023,45,2,R2;R3,电气设备,
603603,*ST 博天,2017,45,2,R2;R3,未分类,1.0
600491,龙元建设,2018,45,2,R2;R3,建筑工程,
600136,*ST 明诚,2023,45,3,R3;R4;R5,房产服务,
600133,东湖高新,2013,45,2,R2;R3,环境保护,
300021,大禹节水,2024,45,2,R2;R3,建筑工程,
600596,新安股份,2016,45,2,R1;R4,化工原料,0.0
600119,*ST 长投,2018,45,2,R1;R4,仓储物流,0.0
600598,北大荒,2013,45,2,R1;R4,种植业,
600401,*ST 海润,2015,45,2,R1;R4,未分类,
600626,申达股份,2021,45,2,R1;R4,汽车配件,1.0
600234,山水文化,2014,45,3,R3;R4;R5,装修装饰,
601991,大唐发电,2014,45,3,R3;R4;R5,火力发电,
600603,ST 广物,2023,45,3,R3;R4;R5,区域地产,1.0
600093,易见股份,2021,45,3,R3;R4;R5,未分类,0.0
600086,*ST 金钰,2016,45,2,R2;R3,未分类,1.0
603665,康隆达,2024,45,2,R1;R4,服饰,
600293,三峡新材,2023,45,2,R1;R4,玻璃,
300198,纳川股份,2019,45,2,R1;R4,塑料,
601789,宁波建工,2015,45,2,R2;R3,建筑工程,
600069,银鸽投资,2012,45,2,R1;R4,未分类,1.0
600575,芜湖港,2013,45,2,R2;R3,火力发电,
600556,ST 慧球,2016,45,2,R2;R3,互联网,
600165,新日恒力,2015,45,2,R1;R4,化工原料,
600368,五洲交通,2013,45,2,R2;R3,路桥,
600509,天富热电,2007,45,3,R3;R4;R5,火力发电,
300118,东方日升,2022,45,2,R1;R4,电气设备,1.0
600220,江苏阳光,2013,45,2,R1;R4,未分类,0.0
300125,聆达股份,2023,45,2,R1;R4,电气设备,1.0
300128,锦富技术,2019,45,2,R1;R4,元器件,
603555,*ST 贵人,2019,45,2,R1;R4,未分类,1.0
603536,惠发食品,2025,45,2,R1;R4,食品,1.0
600221,海航控股,2019,45,2,R1;R4,空运,0.0
600186,莲花味精,2008,45,2,R1;R4,食品,1.0
600540,新赛股份,2014,45,2,R1;R4,种植业,1.0
600180,瑞茂通,2015,45,2,R2;R3,仓储物流,0.0
600359,新农开发,2009,45,2,R1;R4,种植业,
300149,睿智医药,2022,45,2,R1;R4,生物制药,
600175,美都能源,2014,45,2,R2;R3,未分类,
300117,嘉寓股份,2020,45,2,R2;R3,未分类,1.0
600546,山煤国际,2010,45,2,R2;R3,煤炭开采,0.0
688573,信宇人,2023,45,2,R2;R3,专用机械,1.0
603300,海南华铁,2025,45,3,R3;R4;R5,多元金融,
600306,退市商城,2023,45,3,R3;R4;R5,未分类,1.0
300117,嘉寓股份,2019,45,2,R2;R3,未分类,
603222,济民医疗,2021,45,2,R1;R4,医疗保健,
601558,华锐风电,2011,45,2,R2;R3,未分类,1.0
300182,捷成股份,2021,45,2,R1;R4,影视音像,1.0
600260,*ST 凯乐,2022,45,3,R3;R4;R5,未分类,
300269,联建光电,2019,45,2,R1;R4,元器件,
300262,*ST 巴安,2024,45,3,R3;R4;R5,未分类,1.0
600290,*ST 华仪,2023,45,3,R3;R4;R5,未分类,
600656,*ST 博元,2013,45,2,R2;R3,未分类,
601155,新城控股,2016,45,2,R2;R3,区域地产,0.0
600656,ST 方源,2010,45,3,R3;R4;R5,未分类,
600652,游久游戏,2015,45,2,R1;R4,未分类,0.0
600020,中原高速,2011,45,3,R3;R4;R5,路桥,
300108,*ST 吉药,2022,45,3,R3;R4;R5,未分类,0.0
300108,ST 吉药,2023,45,3,R3;R4;R5,未分类,1.0
600293,三峡新材,2021,45,2,R1;R4,玻璃,1.0
600671,天目药业,2013,45,2,R1;R4,中成药,1.0
300216,千山药机,2019,45,3,R3;R4;R5,未分类,
300226,上海钢联,2021,45,2,R2;R3,互联网,
300209,ST 有棵树,2022,45,2,R1;R4,互联网,
600634,退市富控,2019,45,3,R3;R4;R5,未分类,
600634,*ST 富控,2020,45,3,R3;R4;R5,未分类,1.0
600677,航天通信,2012,45,2,R2;R3,未分类,1.0
600057,象屿股份,2012,45,2,R2;R3,仓储物流,1.0
600061,国投安信,2014,45,2,R2;R3,证券,
688156,路德环境,2024,40,2,R2;R5,饲料,
688151,华强科技,2023,40,2,R2;R5,医疗保健,1.0
301213,观想科技,2022,40,2,R2;R5,软件服务,1.0
600382,ST 广珠,2018,40,2,R2;R5,普钢,0.0
605081,太和水,2022,40,2,R2;R5,环境保护,1.0
600226,*ST 瀚叶,2019,40,2,R2;R5,供气供热,
300810,中科海讯,2022,40,2,R2;R5,船舶,
600555,*ST 海创,2018,40,2,R2;R5,未分类,0.0
300071,华谊嘉信,2018,40,2,R1;R3,广告包装,1.0
600545,卓郎智能,2017,40,2,R1;R3,纺织机械,
600769,祥龙电业,2015,40,2,R2;R5,水务,
300810,中科海讯,2021,40,2,R2;R5,船舶,
600382,*ST 广珠,2017,40,2,R2;R5,普钢,1.0
600381,贤成实业,2006,40,2,R1;R3,医疗保健,
600485,*ST 信威,2017,40,2,R2;R5,未分类,1.0
600382,*ST 广珠,2016,40,2,R2;R5,普钢,1.0
300495,*ST 美尚,2017,40,2,R2;R5,未分类,1.0
300495,*ST 美尚,2018,40,2,R2;R5,未分类,1.0
300064,豫金刚石,2019,40,2,R2;R5,未分类,1.0
600382,ST 广珠,2023,40,2,R2;R5,普钢,
600175,退市美都,2021,40,2,R1;R3,未分类,
300461,田中精机,2019,40,2,R1;R3,专用机械,
600477,杭萧钢构,2013,40,2,R1;R3,钢加工,
600198,*ST 大唐,2006,40,2,R1;R3,通信设备,1.0
600531,豫光金铅,2014,40,2,R1;R3,铅锌,
688619,罗普特,2022,40,2,R2;R5,软件服务,1.0
600191,华资实业,2022,40,2,R2;R5,食品,
600530,ST 交昂,2012,40,2,R2;R5,医疗保健,1.0
300048,合康新能,2018,40,2,R2;R5,电气设备,0.0
600677,*ST 航通,2017,40,2,R1;R3,未分类,1.0
600187,国中水务,2021,40,2,R2;R5,水务,0.0
300469,信息发展,2020,40,2,R1;R3,软件服务,0.0
300067,安诺其,2023,40,2,R2;R5,染料涂料,
301095,广立微,2024,40,2,R2;R5,半导体,
300775,三角防务,2024,40,2,R2;R5,航空,0.0
300842,帝科股份,2023,40,2,R1;R3,电气设备,
300071,福石控股,2024,40,2,R1;R3,广告包装,
300070,碧水源,2022,40,2,R2;R5,环境保护,
600658,电子城,2020,40,2,R2;R5,园区开发,1.0
600510,黑牡丹,2022,40,2,R2;R5,全国地产,1.0
600555,九龙山,2009,40,2,R2;R5,未分类,
600620,天宸股份,2023,40,2,R2;R5,综合类,
688246,嘉和美康,2022,40,2,R2;R5,软件服务,
301357,北方长龙,2024,40,2,R2;R5,专用机械,
600110,诺德股份,2024,40,2,R2;R5,电气设备,
600677,航天通信,2015,40,2,R1;R3,未分类,0.0
600599,*ST 熊猫,2025,40,2,R1;R3,未分类,1.0
300742,越博动力,2019,40,2,R2;R5,未分类,
300581,晨曦航空,2018,40,2,R2;R5,航空,1.0
300025,华星创业,2018,40,2,R1;R3,通信设备,1.0
600609,金杯汽车,2021,40,2,R1;R3,汽车配件,0.0
300600,国瑞科技,2021,40,2,R2;R5,船舶,1.0
600610,*ST 毅达,2015,40,2,R2;R5,化工原料,0.0
600721,ST 百花,2020,40,2,R2;R5,生物制药,
600638,新黄浦,2019,40,2,R2;R5,区域地产,
600086,东方金钰,2008,40,2,R2;R5,未分类,
300027,华谊兄弟,2015,40,2,R2;R5,影视音像,0.0
600614,*ST 鹏起,2016,40,2,R2;R5,未分类,1.0
600614,*ST 鹏起,2018,40,2,R2;R5,未分类,
600713,南京医药,2012,40,2,R1;R3,医药商业,1.0
600713,南京医药,2011,40,2,R1;R3,医药商业,
300052,中青宝,2019,40,2,R2;R5,互联网,1.0
600615,丰华股份,2021,40,2,R2;R5,铝,
300692,中环环保,2021,40,2,R2;R5,环境保护,
688096,京源环保,2023,40,2,R2;R5,环境保护,
600249,两面针,2009,40,2,R2;R5,日用化工,1.0
300554,三超新材,2021,40,2,R2;R5,矿物制品,0.0
688115,思林杰,2023,40,2,R2;R5,电器仪表,0.0
300513,恒实科技,2024,40,2,R2;R5,软件服务,1.0
605333,沪光股份,2022,40,2,R1;R3,汽车配件,0.0
300775,三角防务,2021,40,2,R2;R5,航空,
300495,美尚生态,2020,40,2,R2;R5,未分类,
688555,泽达易盛,2022,40,2,R2;R5,未分类,
600146,商赢环球,2013,40,2,R2;R5,未分类,
600620,天宸股份,2017,40,2,R2;R5,综合类,1.0
688011,新光光电,2022,40,2,R2;R5,元器件,1.0
600766,*ST 园城,2020,40,2,R2;R5,未分类,1.0
600145,*ST 国创,2013,40,2,R2;R5,未分类,1.0
301372,科净源,2024,40,2,R2;R5,环境保护,
600696,岩石股份,2018,40,2,R2;R5,未分类,1.0
688246,嘉和美康,2023,40,2,R2;R5,软件服务,1.0
600696,多伦股份,2012,40,2,R2;R5,未分类,
688258,卓易信息,2023,40,2,R2;R5,软件服务,
688333,铂力特,2024,40,2,R2;R5,机械基件,1.0
600589,广东榕泰,2024,40,2,R2;R5,软件服务,0.0
688048,长光华芯,2023,40,2,R2;R5,半导体,
300528,幸福蓝海,2024,40,2,R1;R3,影视音像,
600696,多伦股份,2013,40,2,R2;R5,未分类,
600753,庚星股份,2019,40,2,R2;R5,商贸代理,1.0
600568,中珠医疗,2018,40,2,R2;R5,医疗保健,
600215,长春经开,2016,40,2,R2;R5,专用机械,
300440,运达科技,2019,40,2,R2;R5,软件服务,1.0
300173,智慧松德,2017,40,2,R2;R5,轻工机械,
600973,宝胜股份,2022,40,2,R1;R3,电气设备,
603030,*ST 全筑,2022,40,2,R1;R3,装修装饰,
300312,*ST 邦讯,2017,40,2,R2;R5,未分类,1.0
300178,*ST 腾邦,2016,40,2,R2;R5,未分类,
600969,郴电国际,2009,40,2,R1;R3,水力发电,
300317,珈伟新能,2024,40,2,R2;R5,电气设备,1.0
300318,博晖创新,2018,40,2,R2;R5,医疗保健,
300175,朗源股份,2019,40,2,R2;R5,食品,1.0
603876,鼎胜新材,2021,40,2,R1;R3,铝,
300173,福能东方,2021,40,2,R2;R5,轻工机械,
300173,福能东方,2018,40,2,R2;R5,轻工机械,
300173,智慧松德,2016,40,2,R2;R5,轻工机械,1.0
600975,新五丰,2023,40,2,R1;R3,农业综合,1.0
300173,智慧松德,2015,40,2,R2;R5,轻工机械,0.0
300090,盛运环保,2017,40,2,R2;R5,未分类,1.0
300111,向日葵,2019,40,2,R1;R3,化学制药,
603598,引力传媒,2025,40,2,R1;R3,互联网,0.0
300165,天瑞仪器,2017,40,2,R2;R5,电器仪表,
603117,ST 万林,2021,40,2,R2;R5,仓储物流,
603598,引力传媒,2023,40,2,R1;R3,互联网,
600393,粤泰股份,2017,40,2,R2;R5,未分类,1.0
300343,联创股份,2020,40,2,R1;R3,化工原料,1.0
603588,高能环境,2015,40,2,R2;R5,环境保护,1.0
300345,红宇新材,2016,40,2,R2;R5,电气设备,1.0
603023,威帝股份,2023,40,2,R2;R5,汽车配件,
600981,汇鸿集团,2023,40,2,R1;R3,商贸代理,1.0
603322,超讯通信,2022,40,2,R1;R3,通信设备,1.0
601558,华锐风电,2012,40,2,R2;R5,未分类,1.0
601211,国泰君安,2018,40,2,R2;R5,证券,
300256,星星科技,2023,40,2,R2;R5,元器件,
601106,中国一重,2013,40,2,R2;R5,工程机械,
601099,太平洋,2017,40,2,R2;R5,证券,
300262,巴安水务,2017,40,2,R2;R5,未分类,1.0
601377,兴业证券,2013,40,2,R2;R5,证券,
300262,巴安水务,2020,40,2,R2;R5,未分类,
601399,ST 国重装,2012,40,2,R1;R3,工程机械,
300212,易华录,2019,40,2,R2;R5,软件服务,
601519,大智慧,2015,40,2,R2;R5,软件服务,
601555,东吴证券,2013,40,2,R2;R5,证券,
600290,*ST 华仪,2018,40,2,R2;R5,未分类,1.0
600984,建设机械,2016,40,2,R2;R5,工程机械,1.0
601688,华泰证券,2014,40,2,R2;R5,证券,
300273,和佳医疗,2019,40,2,R2;R5,未分类,
300273,和佳股份,2017,40,2,R2;R5,未分类,
300278,华昌达,2015,40,2,R2;R5,专用机械,0.0
603797,联泰环保,2022,40,2,R2;R5,环境保护,
601901,方正证券,2011,40,2,R2;R5,证券,0.0
601901,方正证券,2012,40,2,R2;R5,证券,
600999,招商证券,2014,40,2,R2;R5,证券,
603828,ST 柯利达,2022,40,2,R1;R3,装修装饰,1.0
300189,神农科技,2013,40,2,R2;R5,种植业,
300185,通裕重工,2012,40,2,R2;R5,工程机械,
300346,南大光电,2013,40,2,R2;R5,半导体,
300331,苏大维格,2017,40,2,R2;R5,元器件,1.0
300376,ST 易事特,2020,40,2,R2;R5,电气设备,1.0
300076,GQY视讯,2014,40,2,R2;R5,IT设备,
300077,国民技术,2017,40,2,R2;R5,半导体,1.0
600870,退市厦华,2022,40,2,R1;R3,未分类,1.0
600311,*ST 荣华,2021,40,2,R1;R3,未分类,
300370,安控科技,2019,40,2,R1;R3,电器仪表,
600837,海通证券,2013,40,2,R2;R5,未分类,
600382,广东明珠,2015,40,2,R2;R5,普钢,1.0
600421,*ST 国药,2006,40,2,R2;R5,未分类,1.0
300142,沃森生物,2019,40,2,R2;R5,生物制药,
300392,腾信股份,2021,40,2,R1;R3,未分类,
300401,花园生物,2015,40,2,R2;R5,化学制药,
300076,GQY视讯,2016,40,2,R2;R5,IT设备,
600857,宁波中百,2018,40,2,R1;R3,百货,
600393,东华实业,2015,40,2,R2;R5,未分类,
600416,湘电股份,2019,40,2,R1;R3,电气设备,
300077,国民技术,2015,40,2,R2;R5,半导体,1.0
300123,亚光科技,2019,40,2,R2;R5,半导体,
600393,粤泰股份,2012,40,2,R2;R5,未分类,
300123,亚光科技,2018,40,2,R2;R5,半导体,1.0
300356,*ST 光一,2015,40,2,R2;R5,未分类,
600868,梅雁吉祥,2022,40,2,R2;R5,水力发电,1.0
300139,晓程科技,2018,35,2,R1;R5,黄金,
600209,ST 罗顿,2015,35,2,R1;R5,未分类,1.0
600610,中毅达,2021,35,2,R3;R4,化工原料,
600080,金花股份,2024,35,2,R1;R5,中成药,1.0
600083,*ST 博信,2021,35,2,R3;R4,未分类,1.0
601258,庞大集团,2015,35,2,R3;R4,未分类,0.0
600297,广汇汽车,2016,35,2,R3;R4,未分类,0.0
600084,*ST 中葡,2019,35,2,R1;R5,红黄酒,
300195,长荣股份,2020,35,2,R1;R5,轻工机械,1.0
600610,*ST 毅达,2019,35,2,R3;R4,化工原料,
600610,*ST 毅达,2016,35,2,R1;R5,化工原料,
600518,ST 康美,2020,35,2,R1;R5,中成药,
601969,海南矿业,2017,35,2,R1;R5,普钢,
600318,新力金融,2022,35,2,R1;R5,多元金融,1.0
600532,退市未来,2023,35,2,R1;R5,未分类,1.0
601989,中国重工,2019,35,2,R1;R5,未分类,1.0
300234,开尔新材,2018,35,2,R1;R5,陶瓷,1.0
300106,西部牧业,2017,35,2,R1;R5,乳制品,
600502,安徽水利,2010,35,2,R3;R4,建筑工程,
600652,*ST 游久,2019,35,2,R1;R5,未分类,1.0
300139,晓程科技,2020,35,2,R1;R5,黄金,1.0
600609,金杯汽车,2020,35,2,R3;R4,汽车配件,
600609,金杯汽车,2017,35,2,R3;R4,汽车配件,
300189,神农基因,2015,35,2,R1;R5,种植业,
603708,家家悦,2023,35,2,R3;R4,超市连锁,0.0
600532,退市未来,2022,35,2,R1;R5,未分类,1.0
600078,ST 澄星,2020,35,2,R3;R4,化工原料,1.0
600078,澄星股份,2011,35,2,R3;R4,化工原料,1.0
600617,国新能源,2019,35,2,R3;R4,供气供热,
600311,ST 荣华,2015,35,2,R1;R5,未分类,
600052,东望时代,2022,35,2,R1;R5,供气供热,
688660,电气风电,2021,35,2,R3;R4,电气设备,1.0
600311,*ST 荣华,2022,35,2,R3;R4,未分类,1.0
300210,森远股份,2022,35,2,R1;R5,专用机械,1.0
300209,*ST 有树,2024,35,2,R3;R4,互联网,
300208,青岛中程,2020,35,2,R1;R5,未分类,
300204,舒泰神,2021,35,2,R1;R5,生物制药,
300118,东方日升,2013,35,2,R1;R5,电气设备,1.0
600070,*ST 富润,2024,35,2,R1;R5,未分类,
300125,易世达,2017,35,2,R1;R5,电气设备,
600318,新力金融,2023,35,2,R1;R5,多元金融,1.0
600074,*ST 保千,2014,35,2,R3;R4,未分类,
601519,大智慧,2014,35,2,R1;R5,软件服务,1.0
600617,国新能源,2014,35,2,R3;R4,供气供热,
600074,*ST 保千,2018,35,2,R3;R4,未分类,0.0
600615,丰华股份,2022,35,2,R1;R5,铝,1.0
603557,ST 起步,2023,35,2,R1;R5,服饰,
600297,广汇汽车,2017,35,2,R3;R4,未分类,
603666,亿嘉和,2024,35,2,R1;R5,专用机械,1.0
300199,翰宇药业,2019,35,2,R1;R5,化学制药,
300134,大富科技,2018,35,2,R1;R5,通信设备,
601798,*ST 蓝科,2018,35,2,R1;R5,化工机械,
600078,*ST 澄星,2021,35,2,R3;R4,化工原料,1.0
600078,*ST 澄星,2022,35,2,R3;R4,化工原料,
600532,宏达矿业,2016,35,2,R1;R5,未分类,
603398,*ST 沐邦,2024,35,2,R3;R4,电气设备,1.0
300152,科融环境,2018,35,2,R1;R5,环境保护,1.0
603007,ST 花王,2021,35,2,R1;R5,建筑工程,1.0
688418,震有科技,2022,35,2,R1;R5,通信设备,1.0
300173,ST 福能,2020,35,2,R1;R5,轻工机械,1.0
600399,*ST 抚钢,2018,35,2,R3;R4,特种钢,1.0
600305,恒顺醋业,2011,35,2,R3;R4,食品,
600569,安阳钢铁,2017,35,2,R3;R4,普钢,
600145,*ST 新亿,2017,35,2,R1;R5,未分类,1.0
300166,东方国信,2023,35,2,R1;R5,软件服务,
600145,*ST 新亿,2019,35,2,R1;R5,未分类,1.0
600568,ST 中珠,2023,35,2,R1;R5,医疗保健,
600568,ST 中珠,2020,35,2,R1;R5,医疗保健,
600146,*ST 环球,2021,35,2,R1;R5,未分类,
300165,天瑞仪器,2022,35,2,R1;R5,电器仪表,1.0
600543,莫高股份,2021,35,2,R1;R5,红黄酒,1.0
600567,山鹰国际,2024,35,2,R3;R4,造纸,
600310,桂东电力,2010,35,2,R3;R4,水力发电,0.0
600310,桂东电力,2020,35,2,R3;R4,水力发电,
603117,ST 万林,2022,35,2,R1;R5,仓储物流,1.0
603139,康惠制药,2023,35,2,R1;R5,中成药,
300152,新动力,2022,35,2,R1;R5,环境保护,1.0
300116,保力新,2021,35,2,R1;R5,未分类,1.0
300159,新研股份,2023,35,2,R3;R4,农用机械,
300116,保力新,2023,35,2,R1;R5,未分类,
600165,新日恒力,2020,35,2,R1;R5,化工原料,1.0
300152,新动力,2023,35,2,R1;R5,环境保护,
600307,酒钢宏兴,2013,35,2,R3;R4,普钢,
300152,科融环境,2017,35,2,R1;R5,环境保护,1.0
300155,安居宝,2024,35,2,R1;R5,IT设备,1.0
600546,山煤国际,2019,35,2,R3;R4,煤炭开采,1.0
603318,水发燃气,2020,35,2,R1;R5,供气供热,
600375,华菱星马,2018,35,2,R3;R4,汽车整车,
600589,ST 榕泰,2021,35,2,R1;R5,软件服务,1.0
603603,博天环境,2019,35,2,R3;R4,未分类,
603389,亚振家居,2023,35,2,R1;R5,家居用品,
600539,*ST 狮头,2014,35,2,R1;R5,互联网,1.0
600187,国中水务,2022,35,2,R1;R5,水务,
688265,南模生物,2023,35,2,R1;R5,医疗保健,1.0
688287,*ST 观典,2025,35,2,R1;R5,未分类,
600117,西宁特钢,2009,35,2,R3;R4,特种钢,
600539,*ST 狮头,2018,35,2,R1;R5,互联网,
600117,西宁特钢,2011,35,2,R3;R4,特种钢,
600399,抚顺特钢,2014,35,2,R3;R4,特种钢,
600234,*ST 科新,2024,35,2,R1;R5,装修装饰,1.0
300176,派生科技,2016,35,2,R3;R4,汽车配件,1.0
600187,国中水务,2016,35,2,R1;R5,水务,0.0
300022,吉峰科技,2021,35,2,R3;R4,农用机械,1.0
300142,沃森生物,2016,35,2,R1;R5,生物制药,
600399,ST 抚钢,2011,35,2,R3;R4,特种钢,1.0
600136,当代文体,2020,35,2,R1;R5,房产服务,1.0
600123,兰花科创,2015,35,2,R1;R5,煤炭开采,1.0
600311,*ST 荣华,2019,35,2,R1;R5,未分类,0.0
300144,宋城演艺,2023,35,2,R1;R5,旅游景点,1.0
600354,敦煌种业,2017,35,2,R1;R5,种植业,
600129,太极集团,2019,35,2,R3;R4,中成药,
600375,汉马科技,2020,35,2,R3;R4,汽车整车,
600595,中孚实业,2013,35,2,R3;R4,铝,1.0
300173,智慧松德,2019,35,2,R1;R5,轻工机械,
600228,昌九生化,2015,35,2,R3;R4,互联网,
600652,游久游戏,2018,35,2,R1;R5,未分类,1.0
600310,桂东电力,2022,35,2,R3;R4,水力发电,0.0
600179,*ST 黑化,2016,35,2,R3;R4,水运,
300020,ST 银江,2024,35,2,R1;R5,软件服务,
603717,天域生态,2023,35,2,R1;R5,农业综合,1.0
300103,达刚控股,2023,35,2,R1;R5,专用机械,
601127,小康股份,2017,35,2,R3;R4,汽车整车,0.0
600747,*ST 大控,2013,35,2,R1;R5,未分类,1.0
600734,*ST 实达,2020,35,2,R3;R4,软件服务,
600319,亚星化学,2020,35,2,R3;R4,化工原料,1.0
600734,ST 实达,2021,35,2,R3;R4,软件服务,
300055,万邦达,2021,35,2,R1;R5,石油加工,
600463,空港股份,2024,35,2,R1;R5,园区开发,
300340,科恒股份,2022,35,2,R3;R4,电气设备,
300561,*ST 汇科,2025,35,2,R1;R5,软件服务,1.0
600217,*ST 秦岭,2008,35,2,R3;R4,环境保护,
600319,亚星化学,2017,35,2,R3;R4,化工原料,
300344,太空智造,2016,35,2,R1;R5,未分类,1.0
300555,ST 路通,2024,35,2,R1;R5,通信设备,
300086,康芝药业,2012,35,2,R1;R5,化学制药,1.0
600321,ST 正源,2017,35,2,R1;R5,未分类,1.0
300056,中创环保,2019,35,2,R1;R5,环境保护,1.0
